review,sentiment
okay quality of the movie 0 10 enjoyability of the movie 10 10 total paradox right this is the absolute pinnacle of bad story bad dialogue bad editing bad plot i mean i am saying bad like there actually is any of these elements within the film the editing makes no sense it seems randomly cut with continuity errors there are lines like what is going on with the candles and the music when there are no candles or music the entire thing is absurd but what makes it truly unique is that it was done entirely seriously this is not a tongue in cheek production like low budget bad movies that know they are catering to an audience who expect to laugh at the poor effects and story no this man tommy wuseau honestly genuinely thought he was crafting his magnum opus masterpiece of cinema is it good absolutely definitely not however as a movie experience i watched this with some of my family warning them it was terrible but we had one of the funniest most incredible bonding experiences in cinematic history as we collectively picked apart every camera angle wobbly set insane use of props costume music that skips repeats continuity edits plot and dialogue there is not one redeeming moment in the entire movie even if there is a single well crafted line there is not it would have to be spoken by either a terrible actor or by tommy himself who is accent sounds like it was in a european car crash we all laughed until it hurt and for that i have to give the experience a 10 10 i have never enjoyed a movie more with friends and family more than this one ever i head that the experience is similar in theatres that still show this film for precisely this reason everybody dresses up as their favourite character recites every line and throws spoons at the screen every time one inexplicably ends up on screen it is a lot is there a reason behind this artistic decision no there is no reason for anything there is more and more to notice about this film every time i watch it most recently how the architecture of the building makes no sense whatsoever they appear to be on the ground floor but exiting from the other side causes them to end up on the roof at night it is things like this that could inspire a phd in studying the intricate insanity and entirely non sequitur values of every moment in the room do i recommend it well how can i not everyone needs to see this movie at least once after a couple of drinks and with friends it is even funnier than weekend at bernies after taking magic mushrooms i almost died laughing from a hypoxic brain injury unable to catch my breath narrowly avoiding giggling myself into a coma the finest abdominal workout video ever made,positive
on my list of worst movies ever made there is nothing likable about this movie it is totally worthless noise honestly i can not think of one single redeeming moment the story is stupid the script is trite the characters are 1 dimentional as is the acting i could care less if they lived or died there is nothing special about the effects nor the cinematography nor the score several pointless scenes of mindless ear numbing shoot them up s that neither moved the plot along nor offered any entertainment value whatsoever no one should be subjected to this film ever under any circumstances the only thing this film is really good for is fire kindling,negative
i give this movie a full ten stars due to the hilarity of its directors commentary not because of any quality in the film for there is none when my brother rented house of the dead after his appalled viewing he watched it with the directors commentary to see what the hell the director was thinking and the commentary was better than the movie so now we rent this guy s stuff just to laugh our asses off with his idiotic musings he actually believes that his movies are works of art you will giggle uncontrollably when you watch alone in the dark and any other uwe boll movie with the commentary he refers to his ending as lynchian for a reason that the viewer nor apparently the director can explain he constantly makes fun of tara reid and complains that she does not take off her bra he refers to every shamelessly ripped off scene as an homage best of all he complains that he is a misunderstood genius who has been unfairly criticized on this very site imdb chances are he is reading this review and others at this moment and plotting about how to incorporate his rebuttals into his next commentary track,positive
i have not seen this film in awhile but remember it pretty vividly the film was obviously shot on a really low budget and without any real actors it has a kind of manos feel to it but with nudity and even worse special effects there are bats that are obviously on wires and some pretty cheesy costumes the guy doing dracula s voice sounds like an old jewish man i do not know where the hell they got the idea to make dracula jewish considering he was transylvanian the only thing that i liked about this movie is that it did not take itself seriously at all count dracula is living in an abandoned mine in the middle of nowhere he invites a local reporter to visit him he goes under the pseudonym of alucard hee hee hee like nobody s ever heard that before when the inept reporter gets there dracula turns him into a pretty crappy looking wolf man named irving jackelmann enough with the jewish jokes already dracula then sends him out to catch beautiful girls for him to tie up love up and drain dry dracula takes a hankering for the reporter s girl friend and ends up chasing her around his cave the opening ten minutes have some really awful stream of consciousness speech by the reporter involving the blue mountains behind the blue mountains behind the blue mountains we get it already dracula s accent is just plain annoying irving jackelmann also proves to be pretty bad the chase scene for the love of god was only a nude woman running around the same set for an excruciatingly long time the nudity can not save it and the jokes although trying hard to be campy are just plain dumb avoid unless you can spare a few brain cells,positive
the first 20 or so minutes of this film are really hilarious really funny the dialogue and overdubbing are so beautiful this is the best example of bad dubbing i have ever seen who knows maybe they were doing it on purpose either way the words they chose to use as the script are almost like they did not know the original story and were making it up as it went along telling jokes the whole time and making funny comments about everything that you would not normally hear a character in a movie say they cut on each other and talk about how they have to go to the bathroom and juvenile things like that i doubt it translated much at all from the original after the funny parts at the beginning like the opening monologue about the blue mountains the movie goes downhill and becomes monotonous it is like soft core but it is sort of rude dracula gets these women naked and then insults them because they have small breasts or are too heavy or something usually you have a naked woman on the screen and everyone is excited but dracula is very snooty and picky it is sort of funny but also sort of mean especially since i do not think he was supposed to say those things originally a funny movie because of the new script the best parts are at the beginning the wolf man is very well done dracula is kind of sexy the naked woman are too much for me funny then porny,positive
they say that a film can change your life for some it was citizen kane others schindler s list for me it was ninja the protector from the plot that made no sense to the constant cartwheeling to the poor dubbing even over the english speaking actors and the steady stream of channel 5 heyday soft porn scenes ninja the protector is not only one of the best martial arts cum porno films but one of the greatest films ever made prepare yourself for sex motorcycles shirukens teleportation and the best f cking moustache since moving pictures were committed to celluloid quality personified,negative
once again harry must stop the ninja empire this time by infiltrating a model agency with the help of one of his agents who he does not share screen time with one of the downsides to being in a film cut together from 2 films harrison does rather touchingly keep a photo of his model ninja friend who i think is called warren harrison has honed his martial arts skills to perfection for this film and it has paid off in spades he is great with a blowpipe and his teleportation skills just get better and better i only have two complaints with this film firstly it is quite hard to see harrison in his ninja attire due to the fact it is camoflage material and often harrison vanishes into the background especially during scenes filmed in a park secondly i could not watch the end because it concentrated on warren s relationship with his brother david david s not a handsome chap and seeing him do the nasty with a random wench made my eyes bleed overall though i would give it 9 10 it is the kind of film that makes you want to run up a hill in your pyjamas and shout ninja loudly,positive
this movie is what defines nothing special you watch it you like some parts some you do not and you will never think about it once you leave the theater as a player of the baldurs gate computer game the d d cosmos is nothing new to me but in this movie most of the inherent magic of this fascinating world was simply let out for poor effects and cheap character stereotypes the female mage has nothing to do but to look nice and to scream in moments of danger she hardly ever uses her magic abilities and therefore is a splendid example of the poor role play adaption this movie is she is no mage she is simply a damsel in distress the humor of the movie also is very simple and nothing to really laugh about that is if you leave out jeremy irons incredibly bad acting his bad mage routine should be added to acting books under the chapter how to overplay a character but to be true those were the most funny moments of the movie so at least irons was good for something here all in all a rather unspectacular start to the new wave of fantasy films which will accompany the giant blockbuster lord of the rings production i pray to god that the tolkien adaption will be far better than this mostly trashy b movie,negative
i have been playing or dming a d d for most of my 38 years even before i hit my teens i was writing better scripts for adventures then exist in this movie there are so many plot holes the truck has not been built that is too big to drive through them and despite having a cast of actors that are not all that bad the acting is in most cases similarly dreadful so if you have ever played a d d do yourself a favour and do not watch this movie to avoid all the hair being ripped out of your skull whilst watching if you have never played a d d then still do not watch this movie rent out willow or princess bride or ladyhawke or lord of the rings to get an idea about how good a campaign adventure could be watching this will just put you off ever playing the game,negative
this one kind of is like an earlier movie from 1987 masters of the universe based on the cartoon he man basically you have a great old world and they for some reason have to have nearly all the action of the movie take place on modern earth well i guess it is not so modern earth now and that it is an ancient world now of strangeness and a den of good times gone by well i guess i can figure why they did in fact place nearly all the movie in modern times in this and that movie to save money on costumes and sets it is a lot easier to recreate what is going on in the present than a strange world like that of eternia in he man or an ancient world with cults and strange pyramids sacrifices and strange creatures that hug you to death this movie is forgettable and not very entertaining your first clue that it is not going to be the best movie in the world is that robert z dar is in it the only thing this one has going for it is the animals which are not as prevalent in this one as they were in the last marc singer is back and it is sad to seem him in this state the guy was a fairly good actor reduced to trying to make a sequel to a movie that really did not need one and even if it did it came five years to late,positive
i liked this movie way too much my only problem is i thought the actor playing the villain was a low rent michael ironside of corse ironside is just a low rent jack nicholson i guess mike was busy that year with highlander 2 the quickening sadly beastmaster 2 would have been a much better career move it is certainly the best of the beastmaster series and in many ways reminiscent of that great big screen classic masters of the universe not only does it star the incomparable mark singer it also features an amazing supporting cast specifically the second girl from sliders uncle phil from fresh prince of belair and evil chick from superman 2 it rocked my world and is certainly a must see for anyone with no social or physical outlets beastmaster forever rock n roll,positive
an american woman named cathy asks her indonesian boyfriend hendra to help her investigate balinese black magic known as leyak leyak is the most powerful black magic there is and she soon begins to pay a terrible cost when she turns into a flying head that feasts on unborn babies i have seen my share of crazy indonesian horror cinema and mystics in bali is perhaps the most known of them all it is based on indonesian mythology and for a supernatural culture largely undiscovered by western movie fans the special effects are incredibly cheesy and inept the dubbed dialogue is absolutely hilarious still there is a flying head which has the body s internal organs trailing behind along with a little foetus eating and an evil sorcerer for all of you fans of indonesian trash the main actress llona agathe bastian is incredibly wooden in fact she was never an actress at all but a german tourist spotted in bali by one of the producers give this amusing trash a look 7 out of 10,positive
mystics in bali is a wonderfully bizarre off the beaten path indonesian horror supernatural flick about an american writer researching black magic she is experienced the voodoo of the caribbean but she runs into some real trouble as a student of the leak in bali there are a lot of disjointed plot points and the dialogue is weak but the music i doubt traditional balinese music has been used in a horror flick before and total oddity of a flying head make this a worthwhile view for fans of the unusual,positive
the movie is called the giant claw and it was originally written by samuel newman in 1957 i and my boyhood friends were 11 and twelve year olds at that very young age we attended in a group the weekend monster theater at which time the above film was featured having never seen the movie we of course were taken completely by surprised by the flying monster each time it appeared i and the rest of our group exploded with frightful wails of terror screams of fright and piercing cries of horror this noise was echoed and multiplied in volume many times when they joined the cacophony of noises throughout the rest of the theater truth was the management was tickled pink by our childish fears and antics the movie itself proved nonsensical poorly made juvenal shylock half baked and phony in every respects still for 1957 it was the stuff of frighting childhood dreams and we were of that age as an adult i am amused at what i considered frightening and snicker at sci fi scenes from b picture actor like jeff morrow dabbs greer and what the character s called a nightmare chicken yet in retrospect they were the heroes of my youth and the foundation of what today are considered classic monsters of my childhood enjoy the novelty youth does not last long,negative
i really can not understand why this movie was made at least you get to see some standard b actors such as jeff morrow morris ankrum and mara corday who is a cute as she can be well you guessed it this thing is about a big bird what you could not have guessed is that it crossed the universe believe it or not to build a nest and lay eggs on our pale blue dot from carl sagan this film has got to win the award for the use of the most stock film shots ever in more than one sequence you see folks running in panic in the streets of new york shots taken straight from the beast from 20 000 fathoms the special effects were not special the bird was laughable and there are so many continuity mistakes i must have missed the transition from mara thinking jeff was a real immature jerk to the heavy romance never the less i watched the movie wishing it would end yet interested enough to want to know how it would end it seems to me that considering what a menace this bird was supposed to be that there would be whole raft of scientists and military types trying to figure out how to kill this thing there were not just a handful maybe because of the ridiculously low budget i am glad however to have a copy to add to my 50 s b monster collection there is no other film in my collection as bad as this one i loved it,positive
employed as part of a team that cleans corpses off the street a young necrophile enjoys taking home body parts and whole corpses where possible for him and his girlfriend to enjoy in this low budget flick from germany banned upon initial release in several countries nekromantik definitely comes with some shock value as it depicts in grisly detail just how the two lovers use their corpses and body parts in their lovemaking routines what is more the film even manages to drum up some sympathy for its protagonist who is ostracised by his colleagues and who does everything possible to satisfy his girlfriend s interests one gets the sense that she was always more into it than him unfortunately the film falls apart around halfway through as his girlfriend walks out leading to him quite literally meandering around he cries in the bathtub goes to watch a horror movie that is not nearly nasty enough for him and the list goes on as he wallows in depression and yet while the fact that the story comes to a virtual halt in the second half is perplexing it is arguably the less shocking nature of the majority of the second half that underwhelms the most the extent of the young couple s deviancy is the real highlight here particularly with all the intriguing questions of what led to them to have such a perverse interest in corpses the graphic scenes of the protagonist and his work colleagues cleaning corpses up is pretty intense too those interested in a shock or two will likely not be disappointed here but the film is also never quite the cohesive whole that it could have been,negative
i have a penchant for applying my own little award system to genre pictures salo takes the most disturbing award dead alive aka brain dead wins the goriest film award caligula runs away with the most over sexed honor well film lovers here we have my vote for nastiest film ever if you have seen it you know why the story concerns a young couple with a predilection for all things dead this works out well for them as the boyfriend works for a crime scene clean up crew as luck would have it one day he comes across a rather well preserved corpse rather well as in it is a rotted blue hunk of tissue while on duty he manages to sneak the body home much to the delight of his lady friend and they go about having their dirty little way with it it soon becomes clear that the girl is enjoying the company of the corpse more than her still breathing boyfriend and runs off with it needless to say this does nothing healthy for his already deranged mental state being dumped for another guy is bad being dumped for a dead one is even worse believe it or not watching them have sex with the gooey body is not the nastiest thing you will see here all manners of assorted atrocities are committed for your viewing un pleasure most all of them rank in the so sick you can hardly watch category i will not spoil the best of them just rest assured that gore hounds will most certainly be pleased if not disgusted for better or worse the film is not very competently made the corpse and gore effects are very good but the film stock and technique are both pretty sub standard and with the script being so barren and the acting merely passable the shock moments are all that will keep hardened viewers watching till the gruesome conclusion if you are looking for good story telling look else where if you are looking for a good sex flick look else where if you are looking for the ultimate stomach churner you have found it 6 10,positive
godzilla vs the smog monster is the kind of movie that does not know what kind of movie it wants to be it must be a kid s movie because the protagonist is an annoying kid who idolizes godzilla yet some scenes would be more at home in a horror film as when crowds of people are asphyxiated and skeletonized by the smog monster s noxious emissions at other times there are signs that this movie wants to be a drug fueled exploitation flick there are weird cartoon sequences that seem inspired by yellow submarine and at one point a character in a dance club starts hallucinating for no apparent reason that his fellow party goers have paper mache fish for heads there is also a perfunctory astronomy lesson with no real connection to the rest of the film plus a shot where hedorah the titular smog monster flies through a construction site and the structure collapses but with no sound was the recording track for scene damaged at some point if that were the case you would think the filmmakers could re record the sound effects or substitute a clip from the studio s library but i am forgetting what this movie is all about which is godzilla and the need to protect the environment in 1971 when the film was released this message had not yet become a cliche in children s movies it was also a very relevant at a time when there was little to no regulation of factory emissions and hazardous waste disposal and when rivers in downtown cleveland could suddenly burst into flames but godzilla makes a very odd environmental spokesman to say the very least when he first appeared in 1954 s gojira he was the embodiment of the death and destruction that nuclear weapons could and had unleashed on japan and on the world now however he is tokyo s savior a completely benign figure who does not knock over a single building even by accident godzilla does not always have to play the villain but he should at least be an anti hero dangerous to man even when he is protecting us from other monsters godzilla also makes one of his least dramatic entrances in this film instead of slowly rising from the sea or bursting out of an iceberg he ambles out of the sunrise as annoying trumpet music blares regrettably this score will be repeated in most scenes where the big guy appears as for godzilla s opponent toho has come up with one of its cooler ideas here hedorah is not a single organism but rather colony of billions of rapidly splitting microorganisms this means that it can change form at will and can repair almost any damage suffered by producing new cells unfortunately the idea just did not work what we end up with at least in the monster s final form is a giant misshapen blob of rubber under which the actor can barely move this brings us to the battles between the monsters usually the high point of any godzilla film some of the earlier fights are not too badly staged but once hedorah learns to fly godzilla s main tactic seems to be standing around and failing his arms angrily and as for the final battle near mount fuji having the military build a pair of giant electrodes to dehydrate the smog monster is a fairly good idea since by this point it is clear that godzilla can not do it on his own but why oh why did this have to mean a protracted sequence in which our hero rips apart his now helpless opponent piece by piece twice to make sure that every drop of moisture is evaporated would not it have been more effective for hedorah to instantly dry out and crumble to dust like a vampire exposed to sunlight this is not godzilla vs the smog monster it is godzilla vs the giant mud pie there is also the question of how godzilla knew the purpose and operation of the electrodes and why his atomic breath provided power to them rather than blasting them to bits like everything else it touches but this is not where our suspension of disbelief is really tested i mentioned earlier that godzilla had to go through the process of drying out hedorah twice this is because the first time there proves to some life still left in the blob of filth and its prior flying form escapes into the sky so how does godzilla catch up to his rival and bring him back simple he flies after him that is right godzilla actually flies by using his atomic breath as a form of jet propulsion this may be the single most ridiculous sequence in the history of japanese cinema i am not recommending that no one ever see this movie it achieves a sort of campy grandeur almost to the point of being so bad that it is good i would suggest viewing this film just once so you can gawk in amazement at its sheer awfulness or if that is too much for you just type in godzilla flies on youtube you will not be disappointed by the result,negative
this movie is so weird it is almost comical better known as godzilla vs the smog monster this flick tries to take on a different format that resembles a poor man s james bond movie seems to be put together kind of haphazardly but really pretty interesting godzilla battles hedrah or hedora a creature spawned from industrial pollution and rank waste material probably the strangest in the godzilla series,negative
how can i begin to describe this amazing film random images pop into my head from memory tony curtis as a dashing fortune teller and huckster prancing around his san francisco bachelor pad wearing a sorcerer s outfit one of his elderly female clients being possessed by an indian spirit and being tossed down a flight of stairs you do not even need the pause button to see that the stunt double going down the stairs is a big dude in a dress and wig burgess meredith muddling through one of his last film roles playing a senile old coot with amazing realism to no one s surprise an indian shaman with a yiddish sounding new york city accent and a penchant for stale one liners a naked midget dressed up like an evil reincarnated indian fetus covered with goo a topless susan strassberg hovering in the fourth dimension and firing lightning bolts at the evil spirit using electrical energy from a huge 70 s model computer you must see this film,positive
i found the manitou to be quite an interesting if not cheesy film it starts off quite well and the pace moves along nicely as the story draws you in the first half is dedicated to the story and what happens before the demon is born the second half deals with what occurs after he is born and climaxes with a cheesy sci fi ending the acting is very solid throughout and the characters believable the highlight of the film is supposedly when the demon is born as he breaks out of the fetus attached to the woman s back i did not find it particularly impressive though i did however enjoy the story about the indian spirit and how this would be his fourth or fifth incarnation i have always had a soft spot for mythology and demon births probably from watching too many xena warrior princess episodes the film is spoilt mainly by the ultra cheesy ending that looks like something out of an old star trek episode up until that point i thought the story worked well as a serious film but the ending brought it into cheese territory and ruined it for me it is not that i do not like cheese but you can not just introduce it in the last 10 minutes of a film and get away with it,positive
this is the funniest single entry into the godzilla series it is so incredibly bad that there is not a single scene that does not have at least a chuckle or two and many that have slap your knee hilarity to them all unintentional the director jun fukoda was no stranger to the godzilla series and had already demonstrated that he could deliver a solidly competent b movie but this are not one of those and it is hard to say where fukoda s head was at when he made this film we see actors miss their cues we see strings lifting flying monsters we have a robot with an idiotic smile painted on his face we have a theme song popping up at the end that is only a parody of a pop music movie theme we have an annoying little kid actor that can not act we have a cheesy giant cock roach rubber suit flopping about crushing buildings and then running from godzilla with the gate of an old woman we have the magic words that bring megalon to life rise up megalon hey get up while nymphettes do a veil dance we have a background music that sounds like easy listening played at twice the tempo obvious stock footage from previous godzilla films get inter cut in the fight scenes we have a special guest appearance from gigan called in no showing or explanation how from a galaxy called space hunter m now what wit could actually come up with that as the name of galaxy really you must see this film at least once in your life and if you do not see the humor in it that one time see it again because it will dawn on you like the blast of a heat ray that yeah this film really does make no sense whatsoever obviously made in two days by a group of brainy grammar school students who happen to be drunk one could not make a parody of the godzilla films as funny as this yet incredibly there is no sign that this was not intended to be taken seriously but we do not have to take it seriously just because it was intended that way and taken as a comedy it is just grand,negative
as a kid i used to enjoy this particular godzilla film as it featured two foes for godzilla and a robot to aid godzilla as i look back on it i am not as fond of it for one there is just a lot of footage from other godzilla films mainly godzilla versus gigan for another it is just kind of weird and not in the godzilla versus hedorah good way either at the same time i do not really count it as the low point of the showa era either as i give that award to the godzilla film titled godzilla s revenge in the united states granted i would assume it goes by another name in japan as godzilla does not get any revenge in the film there were other godzilla films i liked less than this one but this is the one i am reviewing today this one also is one of two godzilla films to get the mst3k treatment the other being godzilla versus the sea monster which i find to be a good entry into the godzilla series during its initial run the story has nuclear testing affecting things quite adversely as monster island where godzilla resides is exploding and stuff right at the beginning also affected is a place known as seatopia which is an underwater kingdom like atlantis they have had enough and unleash their monster megalon to bring the world to its knees for some reason they also need an inventor s robot as the monster megalon needs to follow something in order to stay focused the inventor along with a kid who is either his brother or son and a dude who is like an action type guy must get jet jaguar out of the clutches of the seatopians and use it to get godzilla to fight off the terrible megalon if that were not bad enough the space cockroaches who were clearly beaten in the last movie for reasons unknown agree to work with the seatopians and lend out their monster gigan this film made for a very funny episode of mst3k as there is just so much strange stuff going on seriously why the heck did they show people go up and down the steps of that one house so many times there is also the fact air conditioners are hung in said house and the whole strange living arrangement too perhaps how they were related was explained more in the japanese cut of this i enjoyed the final fight as the gang started making it out to be a heavyweight fight so not the best godzilla film not by a long shot someone said it was better than godzilla versus gigan but i preferred that one better as i liked the characters in that one better and the whole trying to uncover the identity of the strange duo running the godzilla tower here we get the strange trio but when i look at it know it reminds me of johnny quest as we have the inventor the boy and the more athletic racing type they just needed to add another kid and a dog jet jaguar was apparently designed by a kid as they had a contest for kids to enter to design the robot kind of surprised they went with one that is obviously just ultraman with more colors still though it still has a fond place in my heart because it did provide me with entertainment anytime i saw it as a child,positive
one of countless big bug features to come out of the you s during the 1950s jack arnold s tarantula is one of the most enjoyable of its kind after gordon douglas them really kicked off the fad in the previous year tarantula has everything audiences came to love about the genre a dusty middle of nowhere arizona setting the handsome yet charisma free hero the screeching love interest the shady doctor who certainly knows far more than he is letting on and of course the giant terrifying monster what makes this film slightly more interesting than others of its ilk is the fact that it does not blame radiation on the deformed beast but actually attempts to tell a story after renowned biological research scientist eric jacobs eddie parker is found dead in the desert apparently suffering from a rapid form of acromegaly dr matt hastings john agar is called in from a nearby town to investigate when hastings suggests an autopsy to figure out what brought on such a rare disease and how it killed jacobs so quickly dr gerald deemer leo g carroll one of jacobs colleagues refuses his request and signs the death certificate himself back at deemer s isolated desert research lab it is revealed that the doctor has been experimenting on animals in a bid to save the future planet s food shortage and has increased the size of a number of his subjects including a tarantula after a fire destroys deemer s lab the arizona landscape is soon overshadowed by the giant hungry arachnid while a radioactive isotope does crop up at one point the 50 foot spider is purely the handiwork of a scientist with good intentions rather than government nuclear tests and therefore tarantula creates an interesting and conflicted character in caroll s deemer caroll certainly chews every scene but proves a far more appealing male lead than the bland agar yet the real star of tarantula is the creature itself the combination of matte effects and the use of a real spider which would later be used on the incredible shrinking man 1957 have aged spectacularly well only failing to convince during the brief close up shots of the last thing a few poor and seemingly blind souls see before they are gobbled up while the climax is over before you know it there is fun to be had in trying to spot a young and uncredited clint eastwood as a fighter pilot it is no longer scary was it ever but it has charm by the bucket load,negative
i have always wondered if director jack arnold could have raised higher should he have been able to work with big budget products and top stars casts arnold was a very smart filmmaker with a most direct and plain style that gave us such b classic films in different genres as the creature from the black lagoon and the incredible shrinking man in the horror sci fi line no name on the bullet audie murphy s best western no doubt and even the fine comedy the mouse that roared peter sellers was not a top star then who knows tarantula is just another of arnold s little b horror gems of the 50 s a most simple movie about insects turning huge to terrorize people in this case the spider in the title the film is interesting and enjoyable for fans of the genre guilty and i remember it really scared me a lot when i saw it as a kid though they would have never run for an oscar john agar mara corday and leo g carroll where very good in the main roles in a kind of film that was not about acting but about special effects and horrifying situations just think for a second what it would be like to be chased by a hungry building size tarantula spider all in all tarantula stands as a good piece in the b horror genre released by an intelligent director,positive
following up one of the greatest horror films of all time the sequel could not be further from the quality of the first film coming in at nearly 2 hours you will feel every excruciating second of this lackluster film as you try to figure out why any of this ties into the original the script could not be bothered to put in much effort the effects team fell asleep at the wheel and the writers found themselves producing an african documentary instead of a horror film until the last 15 minutes there is nothing horrific scary or even unsettling as a lover of films and specifically a lover of bad films this was nearly unwatchable and had me checking the time every few minutes in a fight to turn it off early i can not understand how they got this so wrong and i fear i may need it exorcised from my mind,positive
inside this terrible film is an excellent film screaming to get out there are moments of real power and and frightening beauty but they are drowning in sludge one wonders if this mixture is a result of conflict amongst those making the film or of boorman simply not being able to keep his grasp of a vision,negative
10 10 better than citizen kane casablanca and vertigo,positive
yes this is the horrible movie the kids in the r v are watching in the classic so bad it is hilarious troll 2 enjoy,positive
